мишаня;3000;2026-02-08T20:44:04.726933600
й;2000;2026-02-08T17:55:51.480837900
ррр;0;2026-09-12T21:56:30.679999
миша;0;2026-02-08T20:03:07.830176900
Миша;0;2026-02-08T17:51:25.159287800
